gdp_norm,social_norm,life_norm,free_norm,gen_norm,corr_norm,bias
0.836348601278716,0.9688644688644688,0.8448390424178762,0.9553941908713692,0.28017641597028786,0.10365705982077986,1.16
0.8635162663116918,0.9714590964590963,0.8607133138846876,0.9591977869986168,0.42606778087279484,0.07108258658270769,0.726
0.9050442709909039,0.951312576312576,0.9144997880055437,0.9071576763485476,0.47214484679665747,0.23480261564543478,0.252
0.8632339000826932,0.9999999999999998,0.8796187896698582,0.9548755186721989,0.6357938718662954,0.7288689755388714,-0.933
0.9268066396401851,0.966117216117216,0.885972295172222,0.9668049792531119,0.5053389043639741,0.18575926374424798,0.093
0.8713216756418791,0.9456654456654456,0.8574985919771172,0.8850276625172888,0.5901810584958218,0.3086703802373456,0.018
0.8604505758254175,0.926129426129426,0.8669877169779086,0.9379322268326418,0.47876044568245135,0.17086461612981355,0.285
0.8084346826405275,0.9609279609279608,0.8860292489068047,0.9329183955739973,0.57161095636026,0.13477839670622424,0.142
0.8572235332082856,0.9287240537240538,0.8796978920790011,0.8703319502074687,0.44835190343546893,0.47251150399612496,-0.134
1.0000000000000002,0.8965201465201464,0.8669624042069826,0.8800138312586443,0.34389507892293414,0.31157665294260106,0.073
0.8470583489643209,0.9275030525030523,0.8986539934060236,0.9289419087136928,0.4940807799442898,0.34027609590699925,-0.162
0.8527460115770154,0.9545177045177042,0.8987457522006292,0.8969571230982019,0.5703342618384402,0.3698232017437636,-0.349
0.8284423468667435,0.9420024420024418,0.8575207406516769,0.7574343015214384,0.6552924791086352,0.39488980382659244,-0.228
0.7916137229987295,0.9067460317460316,0.885956474690393,0.6068464730290457,0.4683147632311978,0.812666505207072,-0.325
0.6384703817994799,0.888278388278388,0.8258259873562706,0.9303250345781464,0.23038532961931296,0.8192056187938969,-0.099
0.9415703596135618,0.9502442002442002,0.8574954278807514,0.8478561549100967,0.5184540389972145,0.29958827803342214,-0.265
0.8552066315725784,0.8843101343101343,0.8543693006714213,0.8139695712309818,0.4423166202414114,0.41971421651731655,-0.041
0.8941328331417278,0.9076617826617825,0.7308904399992406,0.7710926694329183,0.5232126276694522,0.7143376120125938,-0.629
0.788931243823239,0.9079670329670328,0.7862115008574699,0.7294260027662516,0.0812441968430827,0.9065148946476146,-0.09
0.8432665738891918,0.9036935286935286,0.8480284515545207,0.7209543568464729,0.25789229340761377,0.6085008476628723,-0.107
0.9312841612714549,0.8084554334554332,0.6923928795175387,0.9417358229598893,0.49257195914577534,0.5869459917655607,-0.632
0.8150702890220043,0.9323870573870572,0.8543060187441069,0.9133817427385891,0.5987697307335191,0.6644465972390409,-1.191
0.825235473265969,0.9426129426129426,0.9049916784265584,0.7415283540802211,0.19765552460538538,0.5736255751998063,-0.312
0.6666263286339527,0.7924297924297923,0.7308746195174121,0.7989280774550482,0.14577530176415973,0.844030031484621,-0.166
0.8638591395897623,0.8772893772893771,0.772039513235415,0.6481673582295988,0.26427576601671315,0.7533301041414386,-0.51
0.6969605292349892,0.9207875457875456,0.7531340374502444,0.8571922544951589,0.23189415041782735,0.6372002906272706,-0.389
0.8683164922046755,0.8464590964590963,0.6677857020813422,0.7911479944674964,0.15343546889507897,0.6936304189876483,-0.295
0.8007704564248403,0.918192918192918,0.9240015693917973,0.6144536652835406,0.2900417827298051,0.794502300799225,-0.836
0.49055081583671156,0.7586996336996337,0.6204444922574561,0.8843360995850622,0.2994428969359332,0.8154516832162751,-0.049
0.8045824005163269,0.8705738705738706,0.898657157502389,0.4635200553250345,0.2987465181058496,0.9246790990554613,-0.714
0.9888667029708962,0.9017094017094016,1.0,0.9163208852005531,0.38393686165273916,0.0,-0.608
0.6199552247836875,0.8809523809523809,0.6733260348177161,0.697095435684647,0.23108170844939652,0.8001937515136837,-0.129
0.7865311308767475,0.9464285714285712,0.8195958816121705,0.9327455048409405,0.25568709377901583,0.8565027851780093,-1.299
0.48738428026865144,0.7426739926739927,0.661558760433608,0.7558782849239278,0.20868152274837518,0.7804553160571567,0.287
0.7143058833020717,0.8891941391941391,0.7721344361263864,0.8364453665283538,0.17061281337047357,0.8982804553160572,-0.83
0.777535749581493,0.9203296703296702,0.750090176746423,0.6109958506224065,0.20485143918291557,0.9788084281908452,-0.79
0.4533591496742704,0.9265873015873014,0.6298956481018587,0.9999999999999998,0.6375348189415042,0.47432792443690963,-0.612
0.7138823339585729,0.8550061050061049,0.7815507869107661,0.6021784232365144,0.2729805013927577,0.8820537660450473,-0.618
0.8438313063471894,0.8498168498168497,0.737234453212507,0.8805325034578146,0.504410399257196,0.7622911116493097,-1.403
0.7767088199108529,0.9258241758241756,0.6990786151383026,0.6065006915629321,0.09424326833797586,0.8474206829740857,-0.367
0.7598475222363408,0.9093406593406592,0.5790296349265613,0.7975449515905946,0.3498142989786444,0.9716638411237587,-1.087
0.7608761420705512,0.8467643467643466,0.7628984388348532,0.8048063623789763,0.11118848653667598,0.6988374909178977,-0.456
0.6066436739880199,0.862179487179487,0.711909025901293,0.760027662517289,0.16214020427112352,0.9140227658028578,-0.531
0.789233779068595,0.7425213675213675,0.9018370743499364,0.6626901798063622,0.39995357474466114,0.9039719060305157,-1.175
0.4035013412395878,0.8211233211233211,0.7058213044936497,0.807918395573997,0.37360724233983295,0.6735286994429645,-0.172
0.7291099413081625,0.7718253968253967,0.696329015396493,0.7714384508990317,0.11966109563602603,0.99842576895132,-0.688
0.9272100199673263,0.8043345543345544,0.6824196477727926,0.8226141078838172,0.23293871866295268,0.7883264713005571,-0.994
0.6986950646416974,0.9018620268620268,0.670924485676136,0.8521784232365144,0.3279944289693594,0.8422136110438363,-1.055
0.7305419414695147,0.9389499389499387,0.6141511045860413,0.7174965421853388,0.2697307335190344,0.7928069750544926,-0.715
0.7759827353219986,0.9389499389499387,0.7405567543965121,0.8317773167358229,0.2195914577530177,0.6215790748365221,-0.859
0.5044069300740202,0.8046398046398044,0.5292520709010713,0.8971300138312586,0.22678737233054785,0.7553887139743279,-0.19
0.7576692684697768,0.9194139194139193,0.7090739955576089,0.5573997233748269,0.12372330547818017,0.9482925647856625,-0.692
0.6553316794739921,0.8707264957264955,0.6977022332192151,0.879149377593361,0.6610956360259982,0.9403003148462098,-1.842
0.6692886387930861,0.8869047619047616,0.7468469779715612,0.7512102351313967,0.12302692664809661,0.8866553644950351,-0.799
0.3896452270022792,0.7667887667887665,0.6960632313017725,0.8195020746887967,0.45020891364902516,0.8371276338096392,-0.646
0.7427643653819003,0.9139194139194138,0.6836821222227147,0.4747579529737205,0.13231197771587747,0.8304674255267619,-0.347
0.555353865391985,0.7889194139194138,0.737234453212507,0.800829875518672,0.20183379758588677,0.8372487285056914,-0.611
0.7605937758415522,0.8655372405372406,0.8606974934028591,0.8507952973720607,0.09308263695450325,0.9479292806975054,-1.387
0.5069885641677256,0.9099511599511598,0.6929371040924419,0.797890733056708,0.20403899721448474,0.9434487769435699,-0.869
0.8103910772271636,0.7324481074481073,0.8986887984660461,0.37413554633471624,0.2988625812441969,0.8225962702833616,-0.689
0.8243278675299008,0.8608058608058606,0.9429323579478939,0.7147302904564314,0.06267409470752089,0.6597239040930006,-0.905
0.597749137774551,0.7808302808302807,0.724584395942363,0.7403181189488242,0.1607474466109564,0.949261322354081,-0.792
0.6430689175288922,0.8577533577533576,0.7280649019446535,0.5703665283540802,0.2636954503249768,0.8884717849358198,-0.808
0.4756862507815496,0.7380952380952381,0.5822095517741088,0.8286652835408022,0.24280408542246987,0.8631629934608864,-0.47
0.40138359452209516,0.5641025641025641,0.41301266271365566,0.5847164591977869,0.4013463324048283,0.7700411721966578,0.469
0.584377079929812,0.884004884004884,0.6467381330565805,0.8459543568464729,0.358519034354689,0.8779365463792687,-1.304
0.6398217058954034,0.8586691086691085,0.6520411585655252,0.8118948824343013,0.19684308263695455,0.782513925890046,-0.88
0.5976482926927655,0.7779304029304028,0.7153420704580977,0.44052558782849216,0.4633240482822656,0.9978202954710583,-0.98
0.46068050261188764,0.7994505494505495,0.6269024129398888,0.5618948824343015,0.3054781801299908,0.9729958827803343,-0.605
0.30902966862306136,0.7872405372405371,0.5981597615536982,0.7517289073305671,0.32010213556174566,0.584039719060305,-0.028
0.6573687501260563,0.8177655677655675,0.7374021503198902,0.4374135546334714,0.2614902506963789,0.8153305885202229,-0.665
0.733405941792219,0.8908730158730158,0.5980300336027033,0.5762448132780082,0.17374651810584962,0.9142649551949625,-0.932
0.33395857284040265,0.8664529914529913,0.5982040589028177,0.8865836791147992,0.5288997214484681,0.9428433034633082,-1.387
0.6630160747060365,0.8962148962148959,0.6614321965789789,0.41943291839557384,0.1578458681522749,0.6368370065391137,-0.185
0.7340916883483597,0.7553418803418803,0.8608019085829279,0.2501728907330566,0.0,0.908331315088399,-0.333
0.8959278755975071,0.8035714285714284,0.9989590122956784,0.6625172890733055,0.5059192200557103,0.3763623153305885,-1.562
0.7217079123051169,0.8472222222222221,0.7914955417882208,0.5501383125864452,0.20009285051067785,0.9768709130540082,-1.308
0.6650128073253867,0.7728937728937728,0.5410604785379343,0.6511065006915628,0.2504642525533891,0.676919350932429,-0.44
0.588854601561082,0.9426129426129426,0.5412028628743917,0.5131396957123098,0.4630919220055711,0.9126907241462824,-1.146
0.7603517476452673,0.7585470085470085,0.6930067142124878,0.8609958506224065,0.4823584029712164,0.8833858077016227,-2.013
0.46729593997700736,0.8096764346764345,0.7199173538029271,0.9387966804979251,0.23955431754874656,0.8314361830951804,-1.324
0.5803029386256833,0.746184371184371,0.5364978515785677,0.8195020746887967,0.9522980501392758,0.9281908452409785,-2.319
0.3495290534680624,0.5166361416361416,0.13617637938781035,0.5727869986168741,0.29816620241411335,0.8246548801162509,0.737
0.23833726629152285,0.22771672771672774,0.28832828132613586,0.5854080221300137,0.345171773444754,0.7637442480019375,1.135
0.6103144349650067,0.906135531135531,0.803680476892604,0.790802213001383,0.39345403899721454,0.8651005085977235,-2.085
0.4123353704039856,0.48946886446886445,0.40261544205590316,0.5575726141078836,0.20566388115134637,0.7774279486558489,0.453
0.6444202416248159,0.7628205128205128,0.6425773463356599,0.6746196403872753,0.0703342618384401,0.5360862194235892,-0.387
0.6087009136564412,0.7644993894993894,0.7057327097954098,0.5916320885200552,0.3261374187558032,0.9538629208040686,-1.424
0.3747403239144027,0.6243894993894994,0.3798181277408985,0.6884508990318117,0.4585654596100279,0.8939210462581738,-0.552
0.28898166636413136,0.7112332112332111,0.5878637919796486,0.6932918395573995,0.5282033426183845,0.760837975296682,-0.813
0.7335067868740042,0.7735042735042734,0.6866975060592444,0.3668741355463345,0.15076601671309195,0.7730685395979656,-0.676
0.6446017627720295,0.7315323565323564,0.7622055017307607,0.8677385892116181,0.13869545032497682,0.7800920319689998,-1.418
0.6565821584881306,0.9760378510378509,0.5382665814470045,0.7432572614107882,0.5670844939647168,0.9371518527488497,-2.245
0.6810471753292595,0.9436813186813184,0.6835713788499143,0.6026970954356845,0.18221912720519967,0.9999999999999999,-1.721
0.49367701337205805,0.41681929181929184,0.6548477120419176,0.6492047026279391,0.07021819870009288,0.8548074594332769,-0.138
0.3279482059659953,0.5813492063492063,0.2374622681508387,0.6336445366528354,0.34749303621169925,0.8979171712279,0.042
0.50124039450596,0.8713369963369961,0.6741202230055121,0.39194329183955734,0.15297121634168992,0.8806006296924195,-0.734
0.6142272241382789,0.7385531135531134,0.6551324807148324,0.12102351313969562,0.20868152274837518,0.7576895131993219,-0.154
0.32802888203142344,0.6167582417582418,0.45560456389259785,0.508298755186722,0.2885329619312907,0.8464519254056672,-0.092
0.2538069018373974,0.4855006105006104,0.2932421229820974,0.5363070539419086,0.4377901578458682,0.7895374182610801,0.289
0.07051088118432469,0.45467032967032955,0.26262316245103556,0.627939142461964,0.3653667595171774,0.7419472027125212,0.705
0.46509751719408654,0.6379731379731379,0.4274662549122594,0.8827800829875518,0.4785283194057568,0.6356260595785905,-0.991
0.590004235493435,0.5366300366300365,0.7438189377495683,0.6663208852005531,0.3001392757660168,0.9524097844514411,-1.433
0.35443012444283095,0.6923076923076923,0.5166969365218987,0.9735477178423235,0.4094707520891365,0.8634051828529911,-1.501
0.36193299852766203,0.5613553113553114,0.6107686855710877,0.8713692946058089,0.3101207056638812,0.6684427222087673,-0.807
0.642968072447107,0.7148962148962148,0.45927807977319746,0.5328492392807744,0.09122562674094714,0.8953741826108016,-0.732
0.5870797281216595,0.8134920634920635,0.35773273510818027,0.6270746887966803,0.22179665738161566,0.8883506902397676,-1.012
0.6390552832738348,0.6535409035409034,0.4652329091334806,0.4090594744121714,0.26845403899721454,0.8627997093727295,-0.712
0.5786692483007607,0.7704517704517704,0.6931459344525797,0.26763485477178417,0.2782033426183845,0.9596754662145798,-1.141
0.1968294306286682,0.6004273504273503,0.2749441536991448,0.46507607192254485,0.3270659238625813,0.7628965851295714,0.39
0.16724148363284308,0.5703601953601953,0.31046113540433984,0.5819502074688796,0.7475626740947077,0.7034390893678857,-0.384
0.22938222302898303,0.6288156288156288,0.20652056979047329,0.5446058091286305,0.2977019498607243,0.8833858077016227,0.079
0.4203223008813859,0.6375152625152622,0.14750700847344977,0.6275933609958506,0.38834726090993504,0.9107532090094453,-0.496
0.5259877775760877,0.6684981684981683,0.6818849154869859,0.5452973720608574,0.18813834726090997,0.8037054976992007,-1.012
0.5513200621205705,0.4723748473748473,0.6105187219581958,0.7002074688796678,0.08356545961002793,0.6734076047469122,-0.48
0.6698332022347273,0.5726495726495726,0.6583250539478431,0.4344744121715076,0.4860724233983288,0.7323807217243885,-1.25
0.5109618603900687,0.7367216117216115,0.683438486802554,0.6127247579529735,0.16051532033426189,0.7150641801889077,-1.066
0.11631471733123577,0.617216117216117,0.28495219050391407,0.8089557399723375,0.38683844011142066,0.6941147977718577,-0.224
0.31003811944091497,0.5848595848595848,0.4713522715047809,0.7487897648686028,0.691272051996286,0.8739404214095422,-1.551
0.5466811883584437,0.8049450549450547,0.3575903507717231,0.6412517289073303,0.13416898792943366,0.8980382659239526,-1.067
0.5078760008874368,0.8537851037851036,0.6140498535023386,0.46075380359612716,0.3133704735376045,0.981835795592153,-1.659
0.11330953389403198,0.5949328449328448,0.34476943229782986,0.5855809128630702,0.3983286908077995,0.9040930007265683,-0.344
0.3825255642282328,0.7719780219780219,0.5394784303550748,0.43084370677731676,0.1610956360259982,0.8651005085977235,-0.699
0.20326334684657432,0.6799450549450547,0.3324895743024747,0.579356846473029,0.46471680594243275,0.8802373456042626,-0.801
0.196728585546883,0.4775641025641025,0.09557153072653968,0.3297026279391424,0.36989322191272056,0.8391862436425284,0.575
0.5692503176620076,0.5634920634920633,0.6865424653373244,0.34024896265560156,0.09807335190343547,0.9176556066844274,-0.9
0.3512030818256995,0.7193223443223442,0.373686108984135,0.2678077455048409,0.22620705663881158,0.7706466456769193,-0.14
0.584377079929812,0.772130647130647,0.6961043645545271,0.7624481327800829,0.4433611884865367,0.9072414628239284,-2.616
0.040680905992214855,0.5383089133089132,0.24363542016035633,0.5259336099585061,0.44626276694521827,0.8471784935819812,-0.092
0.5385329057501864,0.6880341880341878,0.18947241857198005,0.43257261410788383,0.1180362116991644,0.7247517558730928,-0.178
0.4412779088763843,0.7095543345543345,0.43543344956113983,0.86186030428769,1.0,0.648219907968031,-2.519
0.27046650934833916,0.4673382173382174,0.38440606747119066,0.26106500691562917,0.45369080779944293,0.812303221118915,-0.127
0.17448216050503218,0.3537851037851038,0.301218809920075,0.43775933609958506,0.3523676880222842,0.7845725357229354,0.18
0.2050785583187109,0.6468253968253967,0.42524189516715927,0.5950899031811894,0.39960538532961937,0.7797287478808429,-0.9
0.15915370807365714,0.5322039072039071,0.43998025603867785,0.27835408022130004,0.33553853296193137,0.8569871639622184,-0.171
0.5695528529073637,0.6347680097680097,0.5246135056289274,0.5390733056708159,0.12070566388115139,0.8209009445386292,-1.198
0.15655190496359483,0.4832112332112332,0.1792492232143421,0.551002766251729,0.4521819870009286,0.9100266408331316,-0.627
0.0,0.2606837606837607,0.25945590198895085,0.3973029045643153,0.3288068709377902,0.6019617340760475,0.695
0.3493475323208488,0.5789072039072038,0.3195547483594159,0.7086791147994467,0.43976323119777166,0.8373698232017438,-1.63
0.1852927532724229,0.41773504273504264,0.32902172468564683,0.24412171507607172,0.8140668523676882,0.6962945023007991,-0.757
0.2960609911054637,0.7036019536019535,0.08870860570929517,0.5904218533886583,0.18012999071494898,0.9053039476870913,-0.954
0.4754240535689076,0.4162087912087911,0.4750953975054264,0.8381742738589208,0.4160863509749304,0.8018890772584161,-2.131
0.11488271716988363,0.3426434676434677,0.3921232985071792,0.7029737206085753,0.37407149489322195,0.753087914749334,-0.928
0.25556160626046265,0.7608363858363856,0.3647348803655164,0.35148686030428755,0.16620241411327766,0.8361588762412206,-1.031
0.6491599604687279,0.7014652014652014,0.43425640571309243,0.7342669432918394,0.05861188486536678,0.8090336643255026,-2.166
0.2975131602831731,0.5637973137973136,0.38906045322516336,0.7346127247579528,0.47655524605385335,0.6175829498667958,-1.656
0.026744115689477876,0.0,0.0,0.4223720608575381,0.44487000928505116,0.9469605231290871,0.408
0.22337185615457544,0.3377594627594626,0.5030533529929186,0.8713692946058089,0.41364902506963797,0.08924679099055463,-0.752
0.27694076359895936,0.6770451770451769,0.32961341070603645,0.5444329183955738,0.265552460538533,0.8481472511503997,-1.604
0.18813658457877014,0.35744810744810734,0.18351758921169692,0.09457123098201925,0.3683844011142062,0.7914749333979171,-0.489
0.19569996571267234,0.23031135531135521,0.23382672142662786,0.0,0.23734911792014862,0.997699200775006,-0.591
